FECHA;DIA;TMax;HTMax;TMin;HTMin;TMed;HumMax;HumMin;HumMed;VelViento;DirViento;Rad;Precip;ETo
2015-01-25;25;17.6;15:12;4.4;5:26;11.4;80.6;37.8;58.2;0.7;234.1;13.4;0.0;1.39
2015-01-24;24;17.1;10:46;6.8;21:52;12.5;78.3;18.1;42.7;1.3;316.3;11.9;0.0;1.93
2015-01-23;23;17.8;13:06;10.5;5:50;14.2;38.9;17.9;30.4;2.2;314.5;13.4;0.0;3.02
2015-01-22;22;17.1;14:10;7.8;3:46;13.0;62.7;23.5;37.5;1.7;326.0;13.0;0.0;2.24
2015-01-21;21;14.8;12:58;8.7;8:10;11.6;85.5;32.3;58.5;1.4;288.0;12.3;0.2;1.67
2015-01-20;20;15.6;14:12;8.1;6:00;11.4;89.1;34.7;53.7;1.0;325.4;11.4;3.0;1.43
2015-01-19;19;16.7;12:10;8.8;3:22;11.9;91.6;40.5;68.1;1.3;326.3;7.8;1.2;1.52
2015-01-18;18;15.2;12:04;7.2;6:20;11.0;82.0;34.5;52.1;1.5;311.8;6.6;0.4;1.65
2015-01-17;17;16.8;14:12;8.9;23:40;12.3;66.2;26.7;46.3;1.6;330.5;12.9;0.0;2.07
2015-01-16;16;17.8;12:14;11.7;23:58;14.8;92.5;31.3;56.5;2.5;275.2;7.4;1.4;2.26
2015-01-15;15;17.6;11:26;7.9;5:54;14.0;90.4;62.9;78.6;1.8;256.5;10.6;0.0;1.46
2015-01-14;14;18.3;14:22;9.7;2:40;13.4;94.3;61.5;76.9;0.6;349.3;9.1;0.0;1.06
2015-01-13;13;18.0;11:54;9.4;21:44;13.0;93.9;58.3;76.4;0.7;330.0;7.0;0.0;1.04
2015-01-12;12;19.2;11:56;11.3;23:04;15.0;79.7;29.3;52.3;1.2;70.4;6.1;0.0;1.73
2015-01-11;11;17.5;12:40;5.0;6:14;12.2;92.8;29.1;63.4;0.6;320.2;10.0;0.0;1.12
2015-01-10;10;16.7;13:54;7.0;23:54;11.1;93.7;26.3;64.0;1.0;307.4;12.0;0.0;1.41
2015-01-09;9;19.2;12:34;7.2;20:24;12.5;87.9;40.6;59.3;1.2;40.6;11.7;0.0;1.57
2015-01-08;8;18.6;12:50;10.0;1:54;13.1;79.4;47.8;64.7;1.3;34.4;11.1;0.0;1.58
2015-01-07;7;19.4;12:26;8.6;6:08;12.9;78.5;45.2;62.8;1.2;34.0;10.7;0.0;1.57
2015-01-06;6;17.4;12:48;7.8;7:18;12.0;88.1;58.4;73.3;1.6;312.1;10.8;0.0;1.42
2015-01-05;5;18.1;10:40;5.4;1:38;12.3;88.5;34.1;64.1;0.8;305.8;11.3;0.0;1.23
2015-01-04;4;18.2;14:20;6.0;23:58;11.3;94.1;36.5;67.7;0.6;251.2;11.6;0.0;1.08
2015-01-03;3;17.2;12:18;7.0;6:06;11.3;81.1;38.7;60.2;0.8;306.8;11.5;0.0;1.2
2015-01-02;2;17.1;11:14;8.0;7:36;11.4;85.3;43.5;63.1;1.5;344.4;11.3;0.0;1.57
2015-01-01;1;17.7;12:30;4.1;3:40;11.5;69.4;27.2;51.7;1.2;44.9;11.2;0.0;1.6
